Year,Year ending,Police Service Area,Local Government Area,Offence Division,Offence Subdivision,Offence Subgroup,Offence Count,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2025,September,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault, 32 , 16.3 , 50.1 
2025,September,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer", 16 , 8.1 , 25.0 
2025,September,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault, 69 , 35.1 , 108.0 
2025,September,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault, 63 , 32.0 , 98.6 
2025,September,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A30 Sexual offences,A30 Sexual offences, 44 , 22.4 , 68.8 
2025,September,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A40 Abduction and related offences,A41 Abduction, 2 , 1.0 , 3.1 
2025,September,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment, 2 , 1.0 , 3.1 
2025,September,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A50 Robbery,A51 Aggravated robbery, 14 , 7.1 , 21.9 
2025,September,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery, 10 , 5.1 , 15.6 
2025,September,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail, 2 , 1.0 , 3.1 
2025,September,Banyule-Nillumbik,Nillumbik,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking, 10 , 5.1 , 15.6 
2025,September,Banyule-Nillumbik,Nillumbik,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking, 6 , 3.0 , 9.4 
2025,September,Banyule-Nillumbik,Nillumbik,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance, 12 , 6.1 , 18.8 
2025,September,Banyule-Nillumbik,Nillumbik,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance, 4 , 2.0 , 6.3 
2025,September,Banyule-Nillumbik,Nillumbik,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour, 15 , 7.6 , 23.5 
2025,September,Banyule-Nillumbik,Nillumbik,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour, 11 , 5.6 , 17.2 
2025,September,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving, 6 , 3.0 , 9.4 
2025,September,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people, 19 , 9.7 , 29.7 
2025,September,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people, 10 , 5.1 , 15.6 
2025,September,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B10 Arson,B11 Cause damage by fire, 15 , 7.6 , 23.5 
2025,September,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B10 Arson,B19 Other fire related offences, 11 , 5.6 , 17.2 
2025,September,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B20 Property damage,B21 Criminal damage, 145 , 73.7 , 226.9 
2025,September,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B20 Property damage,B22 Graffiti, 57 , 29.0 , 89.2 
2025,September,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B20 Property damage,B29 Other property damage offences, 6 , 3.0 , 9.4 
2025,September,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary, 82 , 41.7 , 128.3 
2025,September,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary, 88 , 44.7 , 137.7 
2025,September,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary, 50 , 25.4 , 78.2 
2025,September,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B40 Theft,B41 Motor vehicle theft, 128 , 65.0 , 200.3 
2025,September,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle, 307 , 155.9 , 480.3 
2025,September,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B40 Theft,B43 Steal from a retail store, 101 , 51.3 , 158.0 
2025,September,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B40 Theft,B44 Theft of a bicycle, 16 , 8.1 , 25.0 
2025,September,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods, 63 , 32.0 , 98.6 
2025,September,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B40 Theft,B49 Other theft, 241 , 122.4 , 377.1 
2025,September,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting, 22 , 11.2 , 34.4 
2025,September,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception, 197 , 100.1 , 308.2 
2025,September,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B50 Deception,B54 State false information, 2 , 1.0 , 3.1 
2025,September,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B50 Deception,B59 Other deception offences, 1 , 0.5 , 1.6 
2025,September,Banyule-Nillumbik,Nillumbik,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking, 3 , 1.5 , 4.7 
2025,September,Banyule-Nillumbik,Nillumbik,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor, 2 , 1.0 , 3.1 
2025,September,Banyule-Nillumbik,Nillumbik,C Drug offences,C30 Drug use and possession,C32 Drug possession, 77 , 39.1 , 120.5 
2025,September,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences, 17 , 8.6 , 26.6 
2025,September,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences, 23 , 11.7 , 36.0 
2025,September,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences, 3 , 1.5 , 4.7 
2025,September,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray, 7 , 3.6 , 11.0 
2025,September,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct, 1 , 0.5 , 1.6 
2025,September,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language, 1 , 0.5 , 1.6 
2025,September,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent, 7 , 3.6 , 11.0 
2025,September,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences, 5 , 2.5 , 7.8 
2025,September,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space, 26 , 13.2 , 40.7 
2025,September,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences, 1 , 0.5 , 1.6 
2025,September,Banyule-Nillumbik,Nillumbik,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer, 45 , 22.9 , 70.4 
2025,September,Banyule-Nillumbik,Nillumbik,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury, 4 , 2.0 , 6.3 
2025,September,Banyule-Nillumbik,Nillumbik,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order, 325 , 165.1 , 508.5 
2025,September,Banyule-Nillumbik,Nillumbik,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order, 47 , 23.9 , 73.5 
2025,September,Banyule-Nillumbik,Nillumbik,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions, 7 , 3.6 , 11.0 
2025,September,Banyule-Nillumbik,Nillumbik,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences, 4 , 2.0 , 6.3 
2025,September,Banyule-Nillumbik,Nillumbik,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences, 4 , 2.0 , 6.3 
2025,September,Banyule-Nillumbik,Nillumbik,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences, 1 , 0.5 , 1.6 
2025,September,Banyule-Nillumbik,Nillumbik,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals, 1 , 0.5 , 1.6 
2025,September,Bass Coast,Bass Coast,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences, 2 , 2.6 , 4.5 
2025,September,Bass Coast,Bass Coast,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault, 70 , 92.6 , 157.9 
2025,September,Bass Coast,Bass Coast,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault, 49 , 64.8 , 110.5 
2025,September,Bass Coast,Bass Coast,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer", 27 , 35.7 , 60.9 
2025,September,Bass Coast,Bass Coast,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault, 189 , 250.0 , 426.4 
2025,September,Bass Coast,Bass Coast,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault, 75 , 99.2 , 169.2 
2025,September,Bass Coast,Bass Coast,A Crimes against the person,A30 Sexual offences,A30 Sexual offences, 156 , 206.4 , 351.9 
2025,September,Bass Coast,Bass Coast,A Crimes against the person,A40 Abduction and related offences,A41 Abduction, 1 , 1.3 , 2.3 
2025,September,Bass Coast,Bass Coast,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment, 2 , 2.6 , 4.5 
2025,September,Bass Coast,Bass Coast,A Crimes against the person,A50 Robbery,A51 Aggravated robbery, 5 , 6.6 , 11.3 
2025,September,Bass Coast,Bass Coast,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery, 1 , 1.3 , 2.3 
2025,September,Bass Coast,Bass Coast,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail, 2 , 2.6 , 4.5 
2025,September,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking, 34 , 45.0 , 76.7 
2025,September,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking, 9 , 11.9 , 20.3 
2025,September,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance, 29 , 38.4 , 65.4 
2025,September,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance, 15 , 19.8 , 33.8 
2025,September,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour, 45 , 59.5 , 101.5 
2025,September,Bass Coast,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour, 30 , 39.7 , 67.7 
2025,September,Bass Coast,Bass Coast,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving, 13 , 17.2 , 29.3 
2025,September,Bass Coast,Bass Coast,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people, 1 , 1.3 , 2.3 
2025,September,Bass Coast,Bass Coast,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people, 14 , 18.5 , 31.6 
2025,September,Bass Coast,Bass Coast,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people, 36 , 47.6 , 81.2 
2025,September,Bass Coast,Bass Coast,B Property and deception offences,B10 Arson,B11 Cause damage by fire, 13 , 17.2 , 29.3 
2025,September,Bass Coast,Bass Coast,B Property and deception offences,B10 Arson,B12 Cause a bushfire, 1 , 1.3 , 2.3 
2025,September,Bass Coast,Bass Coast,B Property and deception offences,B10 Arson,B19 Other fire related offences, 20 , 26.5 , 45.1 
2025,September,Bass Coast,Bass Coast,B Property and deception offences,B20 Property damage,B21 Criminal damage, 323 , 427.3 , 728.7 
2025,September,Bass Coast,Bass Coast,B Property and deception offences,B20 Property damage,B22 Graffiti, 16 , 21.2 , 36.1 
2025,September,Bass Coast,Bass Coast,B Property and deception offences,B20 Property damage,B29 Other property damage offences, 5 , 6.6 , 11.3 
2025,September,Bass Coast,Bass Coast,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary, 67 , 88.6 , 151.2 
2025,September,Bass Coast,Bass Coast,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary, 2 , 2.6 , 4.5 
2025,September,Bass Coast,Bass Coast,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary, 132 , 174.6 , 297.8 
2025,September,Bass Coast,Bass Coast,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary, 96 , 127.0 , 216.6 
2025,September,Bass Coast,Bass Coast,B Property and deception offences,B40 Theft,B41 Motor vehicle theft, 127 , 168.0 , 286.5 
2025,September,Bass Coast,Bass Coast,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle, 189 , 250.0 , 426.4 
2025,September,Bass Coast,Bass Coast,B Property and deception offences,B40 Theft,B43 Steal from a retail store, 170 , 224.9 , 383.5 
2025,September,Bass Coast,Bass Coast,B Property and deception offences,B40 Theft,B44 Theft of a bicycle, 31 , 41.0 , 69.9 
2025,September,Bass Coast,Bass Coast,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods, 50 , 66.1 , 112.8 
2025,September,Bass Coast,Bass Coast,B Property and deception offences,B40 Theft,B49 Other theft, 272 , 359.8 , 613.6 
2025,September,Bass Coast,Bass Coast,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting, 9 , 11.9 , 20.3 
2025,September,Bass Coast,Bass Coast,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception, 111 , 146.8 , 250.4 
2025,September,Bass Coast,Bass Coast,B Property and deception offences,B50 Deception,B54 State false information, 4 , 5.3 , 9.0 
2025,September,Bass Coast,Bass Coast,B Property and deception offences,B50 Deception,B59 Other deception offences, 2 , 2.6 , 4.5 
2025,September,Bass Coast,Bass Coast,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking, 7 , 9.3 , 15.8 
2025,September,Bass Coast,Bass Coast,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs, 4 , 5.3 , 9.0 
2025,September,Bass Coast,Bass Coast,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor, 5 , 6.6 , 11.3 
2025,September,Bass Coast,Bass Coast,C Drug offences,C30 Drug use and possession,C31 Drug use, 4 , 5.3 , 9.0 
2025,September,Bass Coast,Bass Coast,C Drug offences,C30 Drug use and possession,C32 Drug possession, 133 , 175.9 , 300.0 
2025,September,Bass Coast,Bass Coast,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences, 68 , 90.0 , 153.4 
